,Unnamed: 0,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,eos,rules_sum,scores_sum,warning_scores,warning_PAINS
449,449,CC[C@@H](C)[C@@H](CO)NC(=O)Cc1nn(C(C)C)c(=O)c2ccccc12,-3.155,2.95,2.647,0.021,0.505,0.007,0.006,0.061,-4.712,1.51613203343004e-05,0.897,67.27286529541016%,1.017,19.432903289794922%,0.239,0.135,0.167,0.875,0.597,0.758,0.004,0.158,0.265,0.854,9.462,0.683,0.01,0.623,0.48,0.021,0.046,0.011,0.189,0.018,0.003,0.023,0.537,0.596,2.29,2.983,3.444,0.139,0.003,0.025,0.025,0.279,0.032,0.143,0.403,0.007,0.011,0.053,0.273,345.21,363.609,0.949,6,2,84.22,8,2,10,6,0,13,0.615,2,0,0,0,0,0,0,0,0,0.804,3.142,0.526,30.0,-0.815,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS171,4,16,,None
467,467,Cc1nc2c(c(C)c1CCC(=O)NCc1cccnc1)c(=O)n(C)c(=O)n2C,-2.014,1.27,1.243,0.014,0.99,0.005,0.002,0.053,-4.668,6.273937287915032e-06,0.633,79.09850311279297%,1.63,32.92195129394531%,0.428,0.952,0.134,0.636,0.066,0.363,0.011,0.29,0.666,0.854,2.489,0.672,0.056,0.554,0.086,0.043,0.133,0.321,0.1,0.032,0.003,0.014,0.035,0.522,2.007,2.926,4.293,0.005,0.001,0.415,0.006,0.062,0.018,0.01,0.058,0.003,0.009,0.029,0.007,381.18,386.433,0.986,8,1,98.88,6,3,10,8,0,20,0.3,0,0,0,0,0,1,1,0,0,0.708,2.413,0.35,20.0,-1.6,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS488,4,16,,None
506,506,CNC(=O)N1CC2(CCCCC2)CC1COCc1ccccc1,-3.714,3.184,3.423,0.701,0.001,0.003,0.01,0.112,-4.83,4.467592225410044e-05,0.882,87.35713958740234%,0.821,12.07665729522705%,0.047,0.274,0.456,0.703,0.308,0.202,0.397,0.506,0.805,0.254,5.488,0.159,0.1,0.643,0.024,0.016,0.036,0.465,0.154,0.384,0.003,0.032,0.079,0.48,3.157,3.436,4.435,0.036,0.002,0.033,0.016,0.131,0.003,0.004,0.301,0.006,0.027,0.467,0.007,316.22,340.539,0.929,4,1,41.57,6,3,6,4,0,18,0.333,1,0,0,0,0,1,0,0,0,0.922,3.444,0.632,73.29,-0.062,0,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS556,3,16,,None
524,524,O=C(Cn1ncc2ccsc2c1=O)NCCCN1CCN(C2CCCCC2)CC1,-1.946,1.987,1.936,0.116,0.031,0.021,0.409,0.052,-4.799,5.2186926041031256e-05,0.987,85.04539489746094%,1.602,22.113046646118164%,0.024,0.115,0.199,0.854,0.02,0.115,0.685,0.665,0.037,0.344,7.427,0.078,0.51,0.103,0.249,0.08,0.125,0.191,0.372,0.432,0.003,0.008,0.906,0.57,2.262,3.181,3.344,0.284,0.003,0.031,0.007,0.177,0.012,0.016,0.474,0.005,0.013,0.018,0.012,417.22,415.437,1.004,7,1,70.47,8,4,9,8,0,24,0.333,0,0,0,0,0,0,0,0,2,0.697,2.549,0.667,51.429,-1.996,1,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS512,3,16,,None
529,529,CC(=O)Nc1ccc2c(c1)nc(CCNC(=O)c1ccco1)n2C,-2.34,1.279,0.922,0.023,0.998,0.011,0.004,0.025,-5.686,4.562912636174588e-06,0.607,68.65888214111328%,1.664,43.7043342590332%,0.492,0.433,0.169,0.207,0.125,0.341,0.084,0.301,0.072,0.536,3.559,0.829,0.09,0.224,0.407,0.146,0.316,0.881,0.055,0.569,0.003,0.011,0.344,0.224,2.228,3.276,3.991,0.015,0.003,0.502,0.006,0.257,0.007,0.004,0.128,0.022,0.004,0.155,0.035,326.14,326.185,1.0,7,2,89.16,7,3,9,7,0,17,0.412,0,0,0,3,0,0,5,0,3,0.751,2.17,0.235,17.0,-2.223,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS566,4,16,,None
557,557,Cc1nn(CCCC(=O)NCc2ccccc2)c(=O)c2cc3sccc3n12,-3.321,2.445,2.11,0.962,0.001,0.007,0.012,0.005,-4.644,2.626487912493758e-05,0.902,86.4582748413086%,1.062,8.896899223327637%,0.637,0.504,0.857,0.541,0.746,0.368,0.707,0.601,0.502,0.502,6.682,0.767,0.273,0.466,0.157,0.342,0.017,0.904,0.08,0.968,0.003,0.017,0.763,0.758,2.982,4.447,4.065,0.009,0.002,0.246,0.01,0.217,0.012,0.004,0.656,0.059,0.016,0.12,0.011,380.13,376.599,1.009,6,1,68.4,7,4,12,7,0,22,0.318,0,1,0,3,0,1,1,0,2,0.559,2.428,0.25,21.0,-2.01,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS527,4,16,,None
559,559,COc1cccc2c1cc1c(=O)n(CC(=O)N3CCCC3)nc(C)n12,-2.282,1.517,1.132,0.012,0.059,0.043,0.014,0.013,-4.77,2.4545923224650323e-05,0.525,86.5088119506836%,1.216,17.868915557861328%,0.065,0.669,0.182,0.819,0.358,0.488,0.008,0.255,0.172,0.817,7.633,0.629,0.124,0.698,0.316,0.029,0.009,0.904,0.056,0.969,0.003,0.028,0.813,0.864,2.145,2.68,3.78,0.026,0.007,0.371,0.032,0.109,0.029,0.003,0.635,0.014,0.008,0.023,0.014,340.15,337.561,1.008,7,0,68.84,4,4,13,7,0,22,0.182,0,1,0,3,0,1,0,0,3,0.726,2.386,0.389,51.04,-1.551,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS528,4,16,,None
571,571,COCCCNC(=O)CCCN1C(=O)CSc2nc(C)cc(C)c21,-0.954,0.823,0.829,0.016,0.023,0.005,0.066,0.103,-4.68,1.5921970771159977e-05,0.994,65.75030517578125%,1.048,31.05611801147461%,0.044,0.412,0.121,0.746,0.068,0.214,0.079,0.216,0.658,0.837,6.706,0.334,0.021,0.213,0.443,0.251,0.036,0.121,0.834,0.098,0.003,0.019,0.324,0.792,2.835,2.746,4.984,0.035,0.003,0.598,0.284,0.235,0.01,0.619,0.68,0.014,0.012,0.044,0.521,351.16,350.163,1.003,6,1,71.53,9,2,10,7,0,13,0.692,0,0,0,0,0,2,1,0,0,0.726,2.627,0.588,26.963,-1.437,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS533,4,16,,None
573,573,Cn1c2ccccc2c2cnn(CC(=O)NC3CCCC3)c(=O)c21,-4.013,2.774,2.156,0.029,0.663,0.007,0.009,0.185,-4.708,2.126495019183494e-05,0.971,92.9454345703125%,1.599,4.2374773025512695%,0.759,0.754,0.635,0.717,0.637,0.9,0.385,0.243,0.644,0.227,8.342,0.196,0.076,0.523,0.232,0.074,0.231,0.71,0.103,0.554,0.003,0.028,0.591,0.518,3.128,3.728,4.957,0.36,0.003,0.652,0.016,0.178,0.006,0.051,0.268,0.006,0.017,0.188,0.009,324.16,328.771,0.986,6,1,68.92,4,4,13,6,0,22,0.182,0,1,0,3,0,0,0,0,2,0.8,2.258,0.389,50.4,-1.596,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS534,4,16,,None
580,580,CCC(C(=O)NCCCN1CCN(C)CC1)n1c2ccccc2c2cnn(C)c(=O)c21,-1.825,1.809,1.609,0.76,0.856,0.159,0.051,0.003,-4.699,8.892829100659583e-06,0.985,86.77874755859375%,2.172,20.58673858642578%,0.019,0.127,0.049,0.937,0.013,0.172,0.089,0.784,0.05,0.919,6.387,0.126,0.692,0.33,0.335,0.148,0.462,0.423,0.071,0.146,0.003,0.007,0.898,0.471,2.494,2.851,4.431,0.503,0.003,0.038,0.008,0.262,0.011,0.008,0.325,0.007,0.005,0.016,0.015,424.26,437.244,0.97,8,1,75.4,8,4,13,8,0,23,0.348,1,1,0,3,0,0,0,0,3,0.583,3.028,0.522,74.257,-1.47,0,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS537,3,16,,None
581,581,CCCc1cc(=O)n2nc(N(C)CC(=O)NCCN3CCCC3)sc2n1,-2.094,1.632,2.224,0.021,0.991,0.009,0.787,0.779,-4.75,9.713425242807716e-06,0.917,46.08076095581055%,1.987,54.73820114135742%,0.085,0.484,0.061,0.461,0.017,0.095,0.227,0.612,0.01,0.822,8.053,0.601,0.059,0.122,0.245,0.041,0.06,0.149,0.043,0.258,0.003,0.008,0.175,0.489,2.152,2.75,3.71,0.011,0.003,0.117,0.01,0.245,0.007,0.013,0.666,0.445,0.014,0.06,0.466,378.18,365.807,1.034,8,1,82.84,9,3,9,9,0,17,0.529,0,0,0,1,0,1,0,0,1,0.73,2.634,0.647,38.857,-2.464,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS538,4,16,,None
590,590,CCc1nn(CC(=O)NCc2cccs2)c(=O)c2cc3occc3n12,-2.685,2.016,1.682,0.088,0.003,0.039,0.01,0.08,-4.653,3.324210047139786e-05,0.119,91.83859252929688%,1.026,11.057543754577637%,0.293,0.37,0.731,0.439,0.704,0.449,0.425,0.384,0.441,0.359,6.923,0.87,0.064,0.25,0.109,0.031,0.025,0.84,0.05,0.801,0.003,0.013,0.916,0.66,2.025,3.761,3.534,0.015,0.005,0.101,0.008,0.203,0.015,0.006,0.569,0.007,0.088,0.052,0.009,356.09,336.137,1.059,7,1,81.54,6,4,12,8,0,21,0.286,0,1,0,3,0,1,1,0,3,0.594,2.727,0.235,21.0,-2.388,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS540,4,16,,None
596,596,COc1ccccc1C(CNC(=O)c1cccs1)N(C)C,-1.591,2.495,2.158,0.003,0.026,0.018,0.007,0.062,-4.538,3.224588726880029e-05,0.753,66.27622985839844%,2.211,24.464820861816406%,0.683,0.862,0.697,0.928,0.205,0.61,0.827,0.917,0.279,0.662,8.817,0.258,0.394,0.098,0.172,0.245,0.419,0.512,0.062,0.123,0.003,0.017,0.866,0.591,3.272,3.715,3.835,0.003,0.002,0.014,0.003,0.21,0.006,0.004,0.099,0.009,0.004,0.052,0.006,304.12,310.444,0.98,4,1,41.57,7,2,6,5,0,12,0.583,1,0,0,0,0,1,0,0,1,0.892,2.439,0.312,24.0,-1.817,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS597,4,16,,None
601,601,CC(C(=O)N1CCc2[nH]cnc(=O)c2CC1)c1ccccc1,-1.826,1.129,0.734,0.769,0.985,0.01,0.047,0.534,-5.294,1.5029127098387107e-05,0.843,85.15826416015625%,0.797,12.63763427734375%,0.034,0.699,0.164,0.371,0.036,0.949,0.108,0.118,0.553,0.778,3.927,0.733,0.036,0.63,0.528,0.013,0.62,0.184,0.128,0.045,0.003,0.018,0.046,0.364,1.978,2.721,4.174,0.293,0.003,0.043,0.235,0.082,0.109,0.023,0.065,0.015,0.014,0.026,0.01,297.15,309.034,0.962,5,1,66.06,3,3,11,5,0,20,0.15,1,0,0,0,0,0,0,0,0,0.913,2.822,0.353,53.565,-1.024,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS546,4,16,,None
628,628,COCCNCc1ccc2c(c1)n(C)c(=O)n2C,-0.267,1.137,0.82,0.004,0.965,0.008,0.006,0.132,-5.041,8.274872925539967e-06,0.972,56.709877014160156%,1.833,54.651702880859375%,0.239,0.887,0.093,0.857,0.018,0.172,0.285,0.591,0.055,0.82,2.45,0.775,0.045,0.33,0.095,0.279,0.356,0.207,0.065,0.148,0.003,0.03,0.806,0.599,2.233,2.772,4.293,0.004,0.002,0.026,0.004,0.103,0.005,0.004,0.033,0.005,0.002,0.007,0.005,249.15,256.316,0.972,5,1,48.19,5,2,9,5,0,11,0.455,0,0,0,0,0,1,0,0,2,0.79,2.134,0.462,12.0,-1.333,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS611,4,16,,None
638,638,CCOc1ccc2c(c1)cc(C(=O)NC(C)C)n2C,-4.195,3.406,3.294,0.002,0.076,0.004,0.005,0.866,-4.893,2.0960291294613853e-05,0.775,95.4325180053711%,1.31,3.453303098678589%,0.89,0.923,0.504,0.835,0.368,0.822,0.015,0.868,0.09,0.399,7.893,0.19,0.041,0.2,0.118,0.307,0.024,0.399,0.037,0.276,0.003,0.059,0.052,1.225,3.403,3.832,5.475,0.003,0.002,0.659,0.005,0.232,0.006,0.004,0.036,0.004,0.005,0.043,0.026,260.15,277.275,0.938,4,1,43.26,5,2,9,4,0,11,0.455,0,0,0,0,0,0,0,0,2,0.918,2.046,0.4,13.0,-1.514,1,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS615,3,16,,None
665,665,Cc1ccc(OCC(=O)NCC2(N(C)C)CCCCC2)cc1,-3.136,2.907,2.942,0.127,0.002,0.003,0.005,0.012,-4.707,1.2894287465314846e-05,0.986,85.43141174316406%,2.181,16.137754440307617%,0.117,0.907,0.575,0.95,0.132,0.53,0.819,0.884,0.423,0.724,9.159,0.432,0.445,0.314,0.043,0.163,0.621,0.274,0.258,0.735,0.004,0.024,0.921,0.433,3.18,3.307,3.61,0.014,0.003,0.035,0.011,0.179,0.008,0.005,0.639,0.006,0.021,0.135,0.056,304.22,331.799,0.917,4,1,41.57,7,2,6,4,0,13,0.538,0,0,0,0,0,1,0,0,0,0.878,2.137,0.611,31.379,-1.452,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS628,4,16,,None
666,666,O=C(COc1ccccc1Cl)NCC1(N2CCOCC2)CCCCC1,-3.825,3.137,3.024,0.981,0.001,0.001,0.004,0.011,-4.685,2.0715986465802416e-05,0.935,91.6416244506836%,1.38,6.066703796386719%,0.098,0.165,0.877,0.841,0.663,0.227,0.917,0.279,0.905,0.739,7.78,0.425,0.392,0.44,0.034,0.145,0.634,0.217,0.219,0.884,0.003,0.012,0.44,0.389,2.734,3.301,3.729,0.428,0.014,0.088,0.027,0.285,0.007,0.007,0.591,0.006,0.013,0.218,0.038,366.17,364.54,1.004,5,1,50.8,7,3,6,6,0,19,0.368,0,1,0,0,0,2,0,1,1,0.841,2.331,0.632,42.323,-1.64,1,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS629,3,16,,None
667,667,Cc1ccc(C(=O)NCC2(N3CCN(C)CC3)CCCCC2)cc1,-3.016,3.001,3.248,0.724,0.178,0.006,0.019,0.006,-4.88,6.0228471738810185e-06,0.995,76.07525634765625%,1.902,37.08818817138672%,0.043,0.599,0.299,0.961,0.055,0.28,0.721,0.888,0.305,0.762,7.327,0.069,0.688,0.56,0.032,0.038,0.571,0.78,0.742,0.754,0.003,0.012,0.988,0.423,2.701,3.311,3.973,0.671,0.004,0.014,0.007,0.338,0.006,0.006,0.257,0.005,0.004,0.051,0.12,329.25,360.041,0.914,4,1,35.58,5,3,6,4,0,19,0.263,0,0,0,0,0,0,0,0,1,0.922,2.231,0.65,44.303,-1.136,0,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS630,3,16,,None
685,685,CCCNC(=O)NCc1cccn1Cc1cccc(C)c1,-2.904,3.278,2.45,0.183,0.863,0.009,0.445,0.003,-4.794,2.56575094681466e-05,0.858,85.05730438232422%,1.423,15.208935737609863%,0.635,0.197,0.93,0.807,0.615,0.812,0.616,0.886,0.786,0.219,9.83,0.825,0.102,0.193,0.188,0.027,0.007,0.107,0.188,0.016,0.003,0.012,0.009,0.513,3.13,3.463,2.551,0.005,0.001,0.021,0.005,0.1,0.004,0.005,0.042,0.004,0.005,0.036,0.005,285.18,311.437,0.916,4,2,46.06,8,2,6,4,0,12,0.667,0,0,0,0,0,0,1,0,1,0.842,2.042,0.353,11.0,-2.017,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS763,4,16,,None
728,728,Cc1cc(C(=O)NCCN2CCCCCC2)c2c(=O)n(C)c(=O)n(C)c2n1,-1.595,1.58,1.726,0.966,0.996,0.025,0.003,0.003,-5.209,7.437182830472011e-06,0.738,66.9461669921875%,2.133,37.217891693115234%,0.06,0.856,0.039,0.536,0.018,0.049,0.37,0.357,0.024,0.703,3.243,0.42,0.112,0.184,0.155,0.117,0.263,0.019,0.062,0.035,0.003,0.032,0.574,0.605,2.458,3.296,3.949,0.005,0.001,0.117,0.008,0.13,0.007,0.007,0.127,0.004,0.016,0.011,0.006,373.21,377.047,0.99,8,1,89.23,5,3,10,8,0,21,0.238,0,0,0,0,0,1,0,0,0,0.845,2.308,0.579,45.6,-1.7,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS781,4,16,,None
736,736,CC(C)NC(=O)CCc1nnc2ccc(=NCc3ccc(F)cc3)[nH]n12,-1.911,1.691,1.441,0.003,0.929,0.01,0.001,0.017,-4.659,2.616167148516979e-05,0.501,57.813079833984375%,1.957,40.4617919921875%,0.061,0.134,0.174,0.271,0.078,0.79,0.163,0.572,0.095,0.225,10.186,0.8,0.068,0.596,0.05,0.005,0.038,0.299,0.046,0.213,0.003,0.011,0.482,0.392,1.763,2.385,5.401,0.015,0.003,0.073,0.005,0.122,0.015,0.011,0.566,0.008,0.009,0.016,0.006,356.18,353.961,1.006,7,2,87.44,7,3,9,8,0,18,0.389,0,1,0,0,0,1,0,1,0,0.705,3.015,0.333,17.0,-1.844,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS785,4,16,,None
751,751,CCc1ccc(OCC(=O)NCC(c2cccs2)N2CCOCC2)cc1,-2.781,2.932,2.548,0.973,0.001,0.004,0.013,0.007,-4.541,6.0839334764750674e-05,0.36,95.20944213867188%,1.693,3.015639543533325%,0.289,0.139,0.908,0.861,0.718,0.294,0.852,0.87,0.739,0.6,10.627,0.517,0.464,0.281,0.048,0.615,0.132,0.197,0.147,0.457,0.003,0.011,0.726,0.553,2.745,3.793,3.564,0.003,0.004,0.028,0.005,0.206,0.008,0.004,0.554,0.012,0.18,0.195,0.014,374.17,379.861,0.985,5,1,50.8,9,3,6,6,0,18,0.5,1,0,0,0,0,1,0,0,2,0.772,2.572,0.45,49.138,-2.242,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS660,4,16,,None
772,772,CC(=O)Cn1c(=O)c2c(nc3n2CCCN3c2cccc(C)c2C)n(C)c1=O,-4.282,2.887,2.551,0.314,0.712,0.01,0.005,0.879,-4.732,2.27930722758174e-05,0.807,90.82453918457031%,0.895,10.859923362731934%,0.339,0.903,0.583,0.845,0.914,0.353,0.185,0.643,0.661,0.921,3.802,0.73,0.215,0.44,0.265,0.258,0.01,0.375,0.047,0.914,0.003,0.069,0.258,1.409,3.497,5.249,4.877,0.003,0.003,0.64,0.039,0.077,0.007,0.007,0.553,0.006,0.018,0.029,0.011,381.18,380.513,1.002,8,0,82.13,3,4,13,8,0,24,0.125,0,0,0,1,0,1,1,0,3,0.689,2.616,0.4,55.357,-1.682,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS663,4,16,,None
782,782,CCOc1ccc(-n2ccn3c(CCCC(=O)NCC(C)C)nnc3c2=O)cc1,-2.264,2.116,1.57,0.66,0.002,0.009,0.003,0.59,-4.679,2.784461685223505e-05,0.285,70.05314636230469%,1.014,21.988149642944336%,0.11,0.579,0.283,0.845,0.334,0.771,0.007,0.256,0.108,0.7,5.703,0.816,0.116,0.627,0.458,0.027,0.066,0.915,0.048,0.737,0.003,0.008,0.071,0.655,2.218,3.077,4.016,0.005,0.005,0.079,0.022,0.215,0.026,0.011,0.642,0.006,0.037,0.097,0.007,397.21,406.366,0.977,8,1,90.52,10,3,9,8,0,18,0.556,0,0,0,0,0,0,0,0,1,0.599,2.466,0.429,18.0,-1.629,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS805,4,16,,None
803,803,Cc1ccc(C)c(NC(=O)Cn2nc3c(cc2=O)CC(C)CC3)c1,-3.383,2.985,3.039,0.996,0.003,0.003,0.005,0.012,-4.757,2.6119192625628784e-05,0.779,94.74640655517578%,0.885,5.307016372680664%,0.247,0.923,0.667,0.809,0.724,0.819,0.216,0.835,0.543,0.674,10.245,0.518,0.021,0.684,0.64,0.062,0.346,0.436,0.405,0.14,0.003,0.013,0.107,0.808,3.224,3.883,4.635,0.442,0.005,0.2,0.033,0.14,0.032,0.135,0.149,0.009,0.113,0.155,0.049,325.18,343.626,0.946,5,1,63.99,4,3,10,5,0,19,0.211,1,0,0,1,0,0,4,0,1,0.943,2.739,0.421,59.333,-1.915,0,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS916,3,16,,None
832,832,COCCNC(=O)CSc1c(C(C)C)cnc2c1c(=O)n(C)c(=O)n2C,-1.316,1.733,1.158,0.019,0.984,0.031,0.005,0.057,-4.735,4.059395450894954e-06,0.764,88.32672882080078%,1.733,14.751770973205566%,0.306,0.972,0.067,0.785,0.12,0.51,0.019,0.126,0.297,0.903,2.563,0.669,0.008,0.137,0.323,0.06,0.27,0.022,0.175,0.027,0.003,0.073,0.774,0.663,3.39,4.54,5.532,0.007,0.002,0.483,0.052,0.088,0.016,0.105,0.327,0.004,0.014,0.021,0.055,380.15,367.314,1.035,8,1,95.22,8,2,10,9,0,14,0.571,0,0,0,0,0,2,0,0,0,0.559,2.631,0.529,16.0,-1.551,3,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS880,4,16,,None
836,836,O=C(NCC(c1ccc2c(c1)OCO2)N1CCOCC1)c1cccc(Cl)c1,-2.902,3.152,2.854,0.557,0.003,0.001,0.004,0.004,-4.639,4.457998147699982e-05,0.871,96.35527038574219%,1.927,3.8880062103271484%,0.708,0.517,0.953,0.76,0.845,0.545,0.969,0.631,0.965,0.612,12.681,0.379,0.521,0.314,0.041,0.066,0.049,0.416,0.074,0.748,0.003,0.008,0.119,0.734,3.108,4.186,4.858,0.004,0.015,0.564,0.008,0.226,0.005,0.002,0.166,0.015,0.004,0.126,0.072,388.12,374.161,1.037,6,1,60.03,6,4,9,7,0,23,0.261,1,1,0,0,0,2,1,1,2,0.853,2.603,0.35,67.407,-1.634,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS930,4,16,,None
846,846,Cc1cc(=O)[nH]c2nnc(SCC(=O)N3CCCCC3)n12,-1.591,1.009,0.588,0.002,0.998,0.035,0.01,0.021,-5.166,4.373859610495856e-06,0.326,75.43656158447266%,0.837,10.258968353271484%,0.024,0.83,0.094,0.083,0.027,0.387,0.011,0.138,0.076,0.311,6.856,0.819,0.12,0.118,0.577,0.048,0.008,0.049,0.669,0.642,0.004,0.066,0.904,0.449,2.637,3.655,4.335,0.007,0.003,0.078,0.023,0.058,0.006,0.005,0.596,0.009,0.004,0.015,0.006,307.11,285.626,1.075,7,1,83.36,4,3,9,8,0,18,0.222,0,0,0,0,0,0,0,0,0,0.849,2.665,0.538,40.0,-2.285,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS935,4,16,,None
875,875,COc1cn(CC(=O)NCc2ccco2)c(CSc2ccc(C)cc2)cc1=O,-2.919,2.725,2.181,0.928,0.007,0.008,0.004,0.683,-4.745,1.3142185707692988e-05,0.738,96.39904022216797%,1.72,2.3867642879486084%,0.372,0.655,0.957,0.804,0.942,0.782,0.674,0.888,0.913,0.734,9.123,0.802,0.498,0.498,0.556,0.445,0.039,0.076,0.152,0.508,0.003,0.01,0.049,0.972,3.78,5.377,5.188,0.067,0.02,0.112,0.031,0.237,0.007,0.009,0.56,0.012,0.666,0.061,0.034,398.13,398.038,1.0,6,1,73.47,9,3,6,7,0,19,0.474,0,0,0,0,0,1,2,0,1,0.589,2.473,0.238,17.0,-1.579,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS946,4,16,,None
891,891,COCCNC(=O)C1(C)CCC(=O)N1Cc1cccc(Br)c1,-2.268,1.875,1.954,0.387,0.001,0.011,0.05,0.076,-4.732,3.970236502937041e-05,0.867,67.66145324707031%,0.823,42.975337982177734%,0.092,0.286,0.904,0.867,0.746,0.162,0.151,0.147,0.894,0.861,3.948,0.775,0.014,0.154,0.429,0.287,0.214,0.118,0.208,0.373,0.003,0.011,0.01,0.233,1.874,2.518,3.723,0.013,0.003,0.026,0.008,0.261,0.008,0.008,0.586,0.006,0.008,0.22,0.007,368.07,322.645,1.141,5,1,58.64,7,2,6,6,0,13,0.538,1,1,0,0,0,1,1,1,1,0.782,2.846,0.5,45.5,-1.218,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS957,4,16,,None
910,910,CCCCC(=O)NCc1nc2cccnc2n1Cc1cccc(OC)c1,-2.799,2.876,2.472,0.984,0.018,0.004,0.2,0.982,-4.762,2.334221790079028e-05,0.542,83.65953826904297%,1.654,8.435303688049316%,0.643,0.201,0.947,0.588,0.889,0.239,0.811,0.654,0.953,0.282,10.164,0.824,0.187,0.157,0.531,0.02,0.054,0.495,0.161,0.266,0.003,0.015,0.641,0.754,2.682,3.418,3.904,0.026,0.004,0.176,0.018,0.128,0.006,0.02,0.293,0.022,0.066,0.049,0.007,352.19,369.283,0.954,6,1,69.04,9,3,9,6,0,17,0.529,0,0,0,0,0,1,1,0,1,0.675,2.094,0.35,16.0,-1.746,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS914,4,16,,None
911,911,CCCCNC(=O)CCc1c(C)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)nn2c1=O,-3.471,2.931,2.337,0.196,0.963,0.024,0.695,0.89,-4.677,2.631065581226721e-05,0.188,88.11538696289062%,1.282,11.98926830291748%,0.346,0.951,0.385,0.916,0.246,0.732,0.025,0.817,0.856,0.822,7.816,0.7,0.026,0.427,0.093,0.061,0.017,0.422,0.023,0.026,0.003,0.01,0.059,0.951,2.651,3.513,5.695,0.028,0.006,0.214,0.403,0.191,0.093,0.008,0.339,0.009,0.017,0.036,0.327,456.24,464.837,0.982,9,1,96.09,11,3,9,9,0,18,0.611,0,0,0,0,0,0,2,0,0,0.471,2.661,0.458,21.0,-0.753,1,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS915,3,16,,None
934,934,CCc1cc(C2CCCN2Cc2ccc(OC)c(OC)c2OC)on1,-2.295,2.704,2.551,0.706,0.651,0.003,0.002,0.05,-4.643,1.7218895663972944e-05,0.926,82.70946502685547%,1.914,7.855949401855469%,0.337,0.948,0.402,0.938,0.023,0.696,0.85,0.913,0.254,0.92,7.307,0.616,0.077,0.292,0.653,0.129,0.516,0.746,0.119,0.125,0.003,0.015,0.957,2.913,3.611,5.222,6.167,0.14,0.009,0.022,0.095,0.082,0.013,0.009,0.149,0.014,0.012,0.043,0.009,346.19,355.483,0.974,6,0,56.96,7,3,6,6,0,16,0.438,1,0,0,0,0,0,2,0,0,0.763,2.911,0.526,55.69,-0.895,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS978,4,16,,None
