,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoU
3568,9,4,3,1,0.02963
3142,8,5,7,5,0.02963
1334,3,23,4,4,0.0296
2848,7,7,2,2,0.02959
2846,7,7,1,3,0.02959
1984,5,5,1,3,0.02954
9001,32,27,1,1,0.02954
8236,27,32,1,1,0.02954
2057,5,8,7,5,0.02953
3613,9,8,3,1,0.02953
567,2,3,4,4,0.02953
6453,21,9,1,1,0.02942
6328,19,27,4,4,0.02942
5992,18,32,3,1,0.02942
3170,8,7,1,1,0.02942
7830,26,10,1,1,0.02931
7032,23,3,4,4,0.02931
6585,22,1,1,1,0.02931
7064,23,5,4,4,0.02931
6677,22,5,5,7,0.0293
6494,21,16,1,1,0.0293
3184,8,8,1,3,0.02927
3183,8,8,1,2,0.02927
3639,9,9,12,12,0.02924
9729,37,7,2,2,0.02924
3036,7,37,2,2,0.02924
2235,5,22,5,7,0.02919
6312,19,25,10,13,0.02916
5147,15,10,8,9,0.0291
5928,18,22,12,12,0.02907
1987,5,5,2,1,0.02905
6832,22,19,3,1,0.02905
7802,26,6,1,1,0.02904
3293,8,16,1,1,0.02904
2861,7,8,1,1,0.02899
2074,5,9,5,7,0.02895
338,1,22,1,1,0.02895
3918,10,6,8,9,0.02888
7335,24,3,1,1,0.02884
2254,5,23,4,4,0.02884
6223,19,16,10,13,0.02881
5827,18,10,1,1,0.02881
6670,22,5,3,1,0.02878
8734,31,31,1,3,0.02878
9411,34,34,2,1,0.02878
3603,9,7,1,1,0.02878
2876,7,9,1,1,0.02878
8389,28,28,1,1,0.02878
6824,22,18,12,12,0.02873
8125,27,16,10,13,0.02869
7618,25,7,1,1,0.02867
3213,8,9,4,4,0.02867
2228,5,22,3,1,0.02867
3187,8,8,2,1,0.02856
7690,25,19,10,13,0.02856
2681,6,26,1,1,0.02856
8619,29,29,8,9,0.02856
7014,23,2,4,4,0.02856
3463,8,32,1,1,0.02846
7652,25,13,10,13,0.02846
8943,32,18,3,1,0.02844
666,2,8,4,4,0.02837
6698,22,7,1,1,0.02834
824,2,22,3,1,0.02827
4056,10,18,1,1,0.02823
7439,24,14,8,9,0.02823
7049,23,4,5,7,0.02817
7322,24,2,1,1,0.02812
5383,16,13,10,13,0.0281
7517,24,24,12,12,0.02809
8855,32,8,1,1,0.028
2957,7,22,1,1,0.028
3659,9,13,3,1,0.02797
5066,14,37,2,2,0.02794
6821,22,18,4,4,0.02794
9532,35,12,9,10,0.02794
6226,19,17,8,9,0.02791
6515,21,19,8,9,0.02791
5213,15,24,8,9,0.0279
5181,15,18,1,1,0.0279
1735,4,21,1,1,0.02788
6613,22,2,3,1,0.02788
1292,3,21,1,1,0.02777
6413,21,4,1,1,0.02777
702,2,10,4,4,0.02777
804,2,19,4,4,0.02768
6741,22,10,1,1,0.02766
7455,24,16,8,9,0.02766
3648,9,10,4,4,0.02766
4198,10,34,1,1,0.02766
5440,16,19,10,13,0.02766
5221,15,25,8,9,0.02765
9764,37,14,2,2,0.02762
7758,25,35,9,10,0.02762
1625,4,9,4,4,0.02759
4189,10,32,3,1,0.02756
3699,9,19,3,1,0.02756
3691,9,18,4,4,0.02753
3922,10,7,1,1,0.0275
1622,4,9,3,1,0.0275
5925,18,22,4,4,0.02747
5259,15,35,9,10,0.02747
8156,27,19,10,13,0.02745
9259,34,10,1,1,0.02745
6296,19,23,4,4,0.02745
6160,19,9,3,1,0.02745
1775,4,23,5,7,0.0274
3586,9,5,4,4,0.0274
8883,32,10,3,1,0.02734
7198,23,19,4,4,0.02734
4034,10,15,8,9,0.0273
6386,21,1,1,1,0.02727
329,1,21,1,1,0.02727
9025,32,32,2,2,0.02727
7413,24,10,2,2,0.02724
611,2,5,4,4,0.0272
4397,12,12,1,6,0.0272
2982,7,25,1,1,0.0272
5913,18,21,12,12,0.02718
7666,25,15,8,9,0.02715
8154,27,19,4,4,0.02713
4639,13,16,10,13,0.02713
4701,13,25,10,13,0.02713
4713,13,27,10,13,0.02713
4524,13,5,7,5,0.02711
6266,19,21,8,9,0.02702
3583,9,5,3,1,0.02693
3162,8,6,4,4,0.02692
5401,16,16,1,3,0.02689
7795,26,5,1,1,0.02687
6859,22,22,5,1,0.02684
911,2,32,1,1,0.02682
1524,4,4,1,2,0.02678
589,2,4,4,4,0.02675
6404,21,3,1,1,0.02675
809,2,21,1,1,0.02675
4568,13,9,3,1,0.02675
5610,17,11,6,8,0.02673
2529,6,10,1,6,0.02672
7447,24,15,8,9,0.02672
5853,18,15,1,1,0.02672
5448,16,22,1,1,0.02672
1406,3,32,1,1,0.02672
3399,8,24,2,2,0.02667
2692,6,27,2,2,0.02661
1834,4,32,1,1,0.02661
9250,34,8,3,1,0.02661
3361,8,22,1,1,0.02661
4993,14,24,8,9,0.02661
2038,5,7,7,5,0.02658
3506,8,37,1,1,0.02655
5341,16,6,8,9,0.02652
8798,32,4,1,1,0.02652
6709,22,8,1,1,0.02652
6395,21,2,1,1,0.02649
4284,11,11,2,2,0.02649
7673,25,16,8,9,0.02643
8092,27,13,10,13,0.02641
7851,26,14,1,1,0.02641
4803,14,4,2,2,0.0264
2833,7,5,7,5,0.0264
1670,4,14,2,2,0.0264
9608,35,25,9,10,0.02632
2509,6,8,4,4,0.02632
936,2,34,3,1,0.02621
2536,6,10,4,4,0.02621
3645,9,10,3,1,0.02621
3971,10,10,1,3,0.02618
4343,11,32,6,8,0.02618
2281,5,26,1,1,0.02617
2858,7,7,6,8,0.02614
3556,9,3,4,4,0.02614
994,3,2,2,1,0.02612
991,3,2,1,3,0.02612
2122,5,13,7,5,0.02606
7066,23,5,5,7,0.02606
6592,22,1,3,1,0.02606
8891,32,11,6,8,0.02605
4048,10,16,8,9,0.02602
2530,6,10,2,1,0.02602
528,2,2,1,2,0.02597
7697,25,21,8,9,0.02597
9734,37,8,1,1,0.02597
2,1,1,1,3,0.02592
5910,18,21,4,4,0.02591
1016,3,3,1,2,0.02586
3442,8,28,4,4,0.02586
1858,4,34,3,1,0.02583
9102,33,12,6,8,0.0258
2978,7,24,1,1,0.0258
3206,8,8,12,12,0.02577
8210,27,27,3,1,0.02577
5231,15,27,8,9,0.02576
3096,8,3,3,1,0.02574
1308,3,22,3,1,0.02574
3175,8,7,3,1,0.02574
1068,3,5,2,1,0.02574
9199,34,4,3,1,0.02574
1065,3,5,1,3,0.02574
2072,5,9,4,4,0.02573
345,1,22,3,1,0.02573
519,2,1,4,4,0.02573
371,1,23,4,4,0.02563
5011,14,27,1,1,0.02563
3538,9,2,3,1,0.02563
16,1,1,5,7,0.02563
9822,37,37,1,6,0.02563
3964,10,9,4,4,0.02563
9656,35,35,1,3,0.02563
2256,5,23,5,7,0.02563
6997,23,1,4,4,0.02563
1154,3,9,4,4,0.02556
3541,9,2,4,4,0.02556
3223,8,10,1,6,0.02554
556,2,3,2,1,0.02554
553,2,3,1,3,0.02554
8095,27,14,1,1,0.02554
5838,18,10,4,4,0.02553
6845,22,21,12,12,0.02551
3526,9,1,4,4,0.02548
3523,9,1,3,1,0.02548
8216,27,27,9,10,0.02548
3137,8,5,3,1,0.02545
8785,32,3,1,1,0.02545
6901,22,27,1,1,0.02545
1983,5,5,1,2,0.02542
6554,21,25,8,9,0.02542
3702,9,19,4,4,0.02542
952,2,37,1,1,0.02542
7788,26,4,1,1,0.02539
872,2,26,1,1,0.02539
1165,3,10,1,6,0.02536
1166,3,10,2,1,0.02536
1428,3,34,3,1,0.02536
5,1,1,2,1,0.02536
4159,10,27,2,2,0.02536
4148,10,26,1,1,0.02531
2069,5,9,3,1,0.02531
4611,13,13,6,8,0.02531
6163,19,9,4,4,0.02531
4455,12,32,6,8,0.02531
3938,10,8,1,6,0.02527
3769,9,28,4,4,0.02525
5640,17,17,8,9,0.0252
6656,22,4,4,4,0.0252
9041,32,33,7,5,0.0252
9140,33,32,7,5,0.0252
1046,3,4,2,1,0.02518
7254,23,27,2,2,0.02518
4609,13,13,5,7,0.02516
7762,26,1,1,1,0.02515
6280,19,22,4,4,0.02513
6205,19,14,8,9,0.0251
3910,10,6,1,6,0.02509
1043,3,4,1,3,0.02509
8076,27,10,2,2,0.02509
6126,19,6,4,4,0.02509
8769,32,2,1,1,0.02509
5003,14,26,1,1,0.025
8028,27,6,2,2,0.025
6793,22,16,1,1,0.025
9542,35,15,9,10,0.025
2669,6,24,8,9,0.025
1755,4,22,4,4,0.025
7659,25,14,8,9,0.025
7676,25,17,8,9,0.025
3869,10,4,2,1,0.025
6700,22,7,3,1,0.025
8161,27,22,1,1,0.025
7772,26,2,1,1,0.025
2666,6,24,2,2,0.02492
2623,6,19,4,4,0.02492
692,2,10,2,1,0.02492
691,2,10,1,6,0.02492
1637,4,10,2,1,0.02492
6752,22,10,4,4,0.0249
1444,3,37,1,1,0.0249
4717,13,28,8,9,0.02487
4163,10,27,4,4,0.02483
6632,22,3,3,1,0.02483
6564,21,27,8,9,0.0248
5763,18,4,4,4,0.0248
5801,18,7,3,1,0.0248
1936,5,3,1,3,0.02473
2326,5,32,1,1,0.02473
8177,27,23,2,2,0.02473
1939,5,3,2,1,0.02473
3074,8,2,3,1,0.02473
5939,18,24,1,1,0.02469
2959,7,22,3,1,0.02469
7678,25,18,1,1,0.02469
4618,13,14,1,1,0.02469
3917,10,6,4,4,0.02464
8338,28,13,8,9,0.02463
4316,11,17,6,8,0.02463
1710,4,18,3,1,0.0246
1877,4,37,2,2,0.0246
5643,17,17,12,12,0.0246
5759,18,4,3,1,0.0246
8814,32,5,1,1,0.02457
7381,24,6,8,9,0.02457
8080,27,10,4,4,0.02457
3435,8,27,4,4,0.02457
9173,34,2,3,1,0.02457
9703,37,4,2,2,0.02449
6311,19,25,8,9,0.02449
4106,10,22,4,4,0.02449
6222,19,16,8,9,0.02449
1817,4,28,4,4,0.02449
3911,10,6,2,1,0.02448
679,2,9,3,1,0.02446
2106,5,11,7,5,0.02446
4254,11,5,7,5,0.02438
1794,4,26,1,1,0.02438
5019,14,27,8,9,0.02438
3726,9,22,12,12,0.02438
3846,10,3,2,1,0.02438
8303,28,4,4,4,0.02438
9186,34,3,3,1,0.02438
4355,11,37,2,2,0.02438
3845,10,3,1,6,0.02438
8124,27,16,8,9,0.02438
3961,10,9,3,1,0.02438
395,1,26,1,1,0.02432
2343,5,33,7,5,0.0243
3372,8,22,4,4,0.02429
8103,27,14,8,9,0.02429
7646,25,12,9,10,0.02428
2761,6,37,1,2,0.02428
4647,13,17,8,9,0.02428
9755,37,11,2,2,0.02425
3117,8,4,3,1,0.02422
4419,12,15,9,10,0.02415
7469,24,18,12,12,0.02415
1544,4,4,12,12,0.02415
9082,33,5,7,5,0.02414
5173,15,15,10,13,0.0241
2943,7,18,3,1,0.0241
3887,10,5,1,6,0.02405
1965,5,4,2,1,0.02405
1962,5,4,1,3,0.02405
2648,6,23,1,1,0.02405
3429,8,27,2,2,0.02405
2083,5,10,1,6,0.02405
1506,4,3,2,1,0.02405
7488,24,21,12,12,0.02403
5152,15,12,9,10,0.02403
5947,18,24,12,12,0.02403
7780,26,3,1,1,0.02402
7689,25,19,8,9,0.024
1503,4,3,1,3,0.02397
4439,12,25,9,10,0.02393
6956,22,34,1,1,0.02393
4671,13,22,3,1,0.02391
8110,27,15,8,9,0.02391
8321,28,8,4,4,0.02391
5948,18,25,1,1,0.02391
3823,10,2,2,1,0.0239
3822,10,2,1,6,0.0239
1547,4,5,1,3,0.0239
1550,4,5,2,1,0.0239
1360,3,26,1,1,0.02388
184,1,9,3,1,0.02388
187,1,9,4,4,0.02388
5001,14,25,8,9,0.0238
597,2,5,1,3,0.0238
3507,8,37,1,2,0.0238
1873,4,37,1,1,0.0238
600,2,5,2,1,0.0238
7220,23,23,1,1,0.0238
1913,5,2,2,1,0.02373
621,2,6,1,3,0.02373
2404,6,2,2,1,0.02373
1910,5,2,1,3,0.02373
2084,5,10,2,1,0.02373
624,2,6,2,1,0.02373
2401,6,2,1,3,0.02373
3888,10,5,2,1,0.02373
6748,22,10,3,1,0.02371
8159,27,21,8,9,0.02371
9699,37,4,1,1,0.02371
9337,34,22,1,1,0.0237
9688,37,3,1,1,0.02362
5114,15,6,1,3,0.02362
3721,9,22,4,4,0.02359
4221,10,37,1,2,0.02359
9677,37,2,1,1,0.02353
8128,27,17,8,9,0.02353
6721,22,8,4,4,0.02353
2571,6,15,1,3,0.02353
5127,15,8,1,1,0.02348
2430,6,3,4,4,0.02348
2419,6,3,1,3,0.02348
2412,6,2,4,4,0.02348
4667,13,21,8,9,0.02347
9434,34,37,1,2,0.02344
6767,22,13,3,1,0.02344
5815,18,8,4,4,0.02344
9814,37,34,1,2,0.02344
577,2,4,1,3,0.0234
2422,6,3,2,1,0.0234
580,2,4,2,1,0.0234
6836,22,19,4,4,0.02336
9745,37,10,1,2,0.02336
3694,9,18,12,12,0.02336
4095,10,22,1,1,0.02335
6209,19,15,8,9,0.02335
4102,10,22,3,1,0.02335
967,3,1,1,3,0.02333
970,3,1,2,1,0.02333
5191,15,19,8,9,0.02325
3008,7,32,1,1,0.02325
8845,32,7,1,1,0.02325
5639,17,17,7,5,0.02325
2453,6,5,1,3,0.02325
2464,6,5,4,4,0.02325
6526,21,21,10,13,0.02325
3317,8,18,1,1,0.02316
2699,6,27,8,9,0.02316
3151,8,6,1,3,0.02316
4958,14,19,8,9,0.02316
1481,4,2,1,3,0.0231
1484,4,2,2,1,0.0231
1091,3,6,1,3,0.0231
1102,3,6,4,4,0.0231
6855,22,22,3,7,0.02307
2368,5,37,1,1,0.02307
1386,3,28,4,4,0.02307
5222,15,25,9,10,0.02304
6757,22,11,6,8,0.02304
8057,27,8,4,4,0.02303
1094,3,6,2,1,0.02303
475,1,34,3,1,0.02303
9157,34,1,3,1,0.02303
3150,8,6,1,2,0.023
4894,14,13,1,1,0.023
1264,3,18,3,1,0.023
6036,19,1,5,7,0.02295
2456,6,5,2,1,0.02295
6478,21,13,8,9,0.02293
9708,37,5,1,1,0.0229
1126,3,8,2,1,0.0229
5369,16,10,2,2,0.0229
2526,6,10,1,2,0.0229
1122,3,8,1,2,0.0229
3553,9,3,3,1,0.02287
3715,9,21,12,12,0.02283
8327,28,9,4,4,0.02283
4661,13,19,8,9,0.02283
5746,18,3,4,4,0.02281
5803,18,8,1,1,0.02281
1320,3,23,1,1,0.0228
3280,8,15,1,1,0.0228
8393,28,28,10,13,0.02272
1123,3,8,1,3,0.02272
4423,12,17,6,8,0.02272
4323,11,22,6,8,0.02272
834,2,23,1,1,0.02266
2498,6,8,1,3,0.02264
7667,25,15,9,10,0.02263
6236,19,18,3,1,0.02263
8610,29,28,8,9,0.0226
6334,19,28,4,4,0.0226
8398,28,29,8,9,0.0226
7340,24,3,2,2,0.02258
52,1,3,1,3,0.02258
55,1,3,2,1,0.02258
8051,27,8,2,2,0.02258
2560,6,14,1,6,0.02252
4623,13,14,8,9,0.02252
507,2,1,1,3,0.0225
510,2,1,2,1,0.0225
76,1,4,1,3,0.0225
90,1,4,5,7,0.0225
1459,4,1,1,3,0.0225
1473,4,1,5,7,0.0225
2497,6,8,1,2,0.02248
5742,18,3,3,1,0.02248
4732,13,32,6,8,0.02248
8204,27,27,1,3,0.02248
2437,6,4,1,3,0.02243
2448,6,4,4,4,0.02243
9720,37,6,1,2,0.02242
6740,22,9,12,12,0.02242
6364,19,34,3,1,0.02242
4042,10,16,2,2,0.02238
7497,24,23,2,2,0.02238
990,3,2,1,2,0.02238
8751,32,1,1,1,0.02237
447,1,32,1,1,0.02237
1886,5,1,1,3,0.02237
1889,5,1,2,1,0.02237
1151,3,9,3,1,0.02237
1900,5,1,5,7,0.02237
8894,32,12,6,8,0.02234
2501,6,8,2,1,0.02231
1313,3,22,4,4,0.02231
1813,4,27,4,4,0.0223
3528,9,1,5,7,0.0223
8004,27,4,4,4,0.0223
3128,8,5,1,2,0.02222
2698,6,27,4,4,0.02222
3129,8,5,1,3,0.02222
6256,19,19,5,1,0.02222
28,1,2,1,3,0.02222
3609,9,8,1,1,0.02222
2394,6,1,4,4,0.02222
2760,6,37,1,1,0.02222
4309,11,15,6,8,0.02222
2383,6,1,1,3,0.02222
4603,13,13,1,6,0.02222
112,1,5,5,7,0.02222
101,1,5,2,1,0.02222
98,1,5,1,3,0.02222
31,1,2,2,1,0.02222
6785,22,15,1,1,0.02222
4737,13,33,6,8,0.02222
4991,14,24,2,2,0.02222
2440,6,4,2,1,0.02216
2021,5,6,4,4,0.02216
3052,8,1,3,1,0.02216
7866,26,16,1,1,0.02216
2010,5,6,1,3,0.02216
5484,16,26,1,1,0.02216
7364,24,5,2,2,0.02216
785,2,18,3,1,0.02214
3087,8,3,1,2,0.02214
2041,5,8,1,3,0.02214
2040,5,8,1,2,0.02214
7494,24,22,12,12,0.02213
5410,16,16,4,4,0.0221
1462,4,1,2,1,0.02208
79,1,4,2,1,0.02208
2240,5,23,1,1,0.02208
3091,8,3,2,1,0.02206
1064,3,5,1,2,0.02206
2678,6,25,8,9,0.02206
7647,25,13,1,1,0.02206
5378,16,13,1,1,0.02206
6851,22,22,2,2,0.02206
3711,9,21,4,4,0.02203
4828,14,6,1,6,0.02203
7186,23,18,4,4,0.02203
2044,5,8,2,1,0.02197
3041,7,38,1,1,0.02197
4001,10,13,1,1,0.02197
3088,8,3,1,3,0.02197
5200,15,22,1,1,0.02197
6675,22,5,4,4,0.02197
9843,38,7,1,1,0.02197
8297,28,3,4,4,0.02197
7327,24,2,2,2,0.02194
2386,6,1,2,1,0.02194
6196,19,13,8,9,0.02193
3132,8,5,2,1,0.0219
6522,21,21,4,4,0.0219
552,2,3,1,2,0.0219
2233,5,22,4,4,0.0219
3220,8,10,1,2,0.0219
4573,13,10,1,1,0.0219
1,1,1,1,2,0.0219
5463,16,23,2,2,0.0219
5729,18,2,4,4,0.0219
4841,14,7,1,1,0.0219
122,1,6,1,3,0.02188
1380,3,27,4,4,0.02188
2013,5,6,2,1,0.02188
1374,3,27,2,2,0.02188
133,1,6,4,4,0.02188
9088,33,7,6,8,0.02185
3020,7,33,6,8,0.02185
4907,14,14,2,1,0.02185
9735,37,8,1,2,0.02184
3719,9,22,3,1,0.02184
2920,7,14,1,1,0.02182
5725,18,2,3,1,0.02182
885,2,27,2,2,0.0218
1040,3,3,12,12,0.02174
5613,17,12,6,8,0.02174
9798,37,27,1,1,0.02174
5826,18,9,12,12,0.02174
8035,27,6,8,9,0.02174
198,1,10,1,6,0.02174
209,1,10,5,7,0.02174
199,1,10,2,1,0.02174
1162,3,10,1,2,0.02174
6735,22,9,4,4,0.02174
3812,10,1,5,7,0.02174
3802,10,1,2,1,0.02174
6269,19,22,1,1,0.02174
3801,10,1,1,6,0.02174
6127,19,6,8,9,0.02174
8274,27,37,1,1,0.02174
3935,10,8,1,2,0.02167
3154,8,6,2,1,0.02167
7615,25,6,8,9,0.02167
8612,29,29,1,1,0.02162
125,1,6,2,1,0.0216
9440,34,38,1,1,0.02158
2624,6,19,8,9,0.02158
9882,38,34,1,1,0.02158
1042,3,4,1,2,0.02158
324,1,19,5,7,0.02155
9420,34,34,8,9,0.0215
3907,10,6,1,2,0.0215
6637,22,3,4,4,0.0215
7998,27,4,2,2,0.02147
1807,4,27,2,2,0.02147
5497,16,27,8,9,0.02145
2739,6,34,2,2,0.02145
9008,32,27,3,1,0.02145
8243,27,32,3,1,0.02145
3939,10,8,2,1,0.02142
3224,8,10,2,1,0.02142
8617,29,29,6,8,0.02142
9666,35,38,1,1,0.02142
9884,38,35,1,1,0.02142
545,2,2,5,7,0.02136
688,2,10,1,2,0.02135
4627,13,15,1,1,0.02135
3865,10,4,1,2,0.02135
4635,13,16,1,1,0.02135
3759,9,27,1,1,0.02135
5693,17,33,7,5,0.02127
3015,7,32,6,8,0.02127
1633,4,10,1,2,0.02127
8852,32,7,6,8,0.02127
7835,26,11,6,8,0.02127
8262,27,35,1,1,0.02127
1569,4,6,1,3,0.02127
1580,4,6,4,4,0.02127
9611,35,27,1,1,0.02127
9664,35,35,8,9,0.02127
2307,5,28,4,4,0.0212
1935,5,3,1,2,0.0212
3065,8,2,1,2,0.0212
3066,8,2,1,3,0.0212
3069,8,2,2,1,0.0212
4528,13,6,1,1,0.0212
953,2,37,1,2,0.02118
2007,5,5,12,12,0.02118
4608,13,13,5,1,0.02116
7718,25,25,1,3,0.02116
2295,5,27,2,2,0.02115
2301,5,27,4,4,0.02115
656,2,8,2,1,0.02113
6041,19,2,1,1,0.02113
4697,13,25,1,1,0.02113
9435,34,37,2,1,0.02113
652,2,8,1,2,0.02113
653,2,8,1,3,0.02113
2658,6,23,4,4,0.02113
9815,37,34,2,1,0.02113
6888,22,24,12,12,0.0211
5823,18,9,4,4,0.0211
5900,18,19,3,1,0.0211
6355,19,32,4,4,0.02106
8743,31,34,1,3,0.02106
5153,15,13,1,1,0.02106
8203,27,27,1,2,0.02106
9644,35,34,1,1,0.02106
6510,21,18,12,12,0.02106
8308,28,5,4,4,0.02106
8291,28,2,4,4,0.02106
9423,34,35,1,1,0.02106
8018,27,5,4,4,0.02103
1572,4,6,2,1,0.02103
8012,27,5,2,2,0.02103
6184,19,10,8,9,0.02101
6662,22,4,12,12,0.02101
7713,25,24,8,9,0.02101
5779,18,5,4,4,0.02098
6618,22,2,4,4,0.02098
7989,27,3,4,4,0.02097
7983,27,3,2,2,0.02097
7221,23,23,1,2,0.02094
5390,16,14,2,2,0.02092
3333,8,18,12,12,0.02092
9331,34,19,3,1,0.02092
5534,16,35,1,1,0.02092
6060,19,3,1,1,0.0209
3207,8,9,1,1,0.0209
7425,24,13,1,1,0.0209
8034,27,6,4,4,0.0209
3842,10,3,1,2,0.0209
2549,6,13,1,1,0.0209
189,1,9,5,7,0.02089
1445,3,37,1,2,0.02083
8255,27,34,3,1,0.02083
9375,34,27,3,1,0.02083
5261,15,38,1,1,0.02083
1761,4,22,12,12,0.02083
3657,9,13,1,1,0.02083
3784,9,32,3,1,0.02083
3927,10,7,3,1,0.02083
3627,9,9,2,2,0.02083
3487,8,34,2,2,0.02083
4899,14,13,8,9,0.02083
2748,6,35,1,1,0.02083
792,2,19,1,1,0.02077
1597,4,8,1,3,0.02077
2887,7,10,3,1,0.02077
6096,19,5,1,1,0.02077
7169,23,16,2,2,0.02077
6699,22,7,1,3,0.02075
5175,15,16,1,3,0.02075
8273,27,35,9,10,0.02072
6926,22,29,12,12,0.02072
9622,35,27,9,10,0.02072
7967,27,2,2,2,0.0207
3110,8,4,1,3,0.02069
1961,5,4,1,2,0.02069
4916,14,14,10,13,0.02069
1596,4,8,1,2,0.02069
9223,34,6,2,2,0.02066
7523,24,25,8,9,0.02066
1717,4,18,12,12,0.02066
9719,37,6,1,1,0.02066
4664,13,21,1,1,0.02066
5766,18,4,12,12,0.02066
3625,9,9,1,3,0.02061
2080,5,10,1,2,0.02061
1502,4,3,1,2,0.02061
3109,8,4,1,2,0.02061
8575,29,22,12,12,0.02061
3884,10,5,1,2,0.02061
7973,27,2,4,4,0.02058
3734,9,23,4,4,0.02057
4203,10,34,2,2,0.02057
7462,24,18,1,1,0.02057
8616,29,29,4,4,0.02055
1273,3,19,1,1,0.02055
1546,4,5,1,2,0.02055
6533,21,22,12,12,0.02051
9388,34,31,1,3,0.02051
2958,7,22,1,3,0.0205
3819,10,2,1,2,0.02048
424,1,28,4,4,0.02048
8285,28,1,4,4,0.02048
8062,27,9,1,1,0.02048
2351,5,34,3,1,0.02048
1600,4,8,2,1,0.02048
596,2,5,1,2,0.0204
8902,32,13,6,8,0.0204
9403,34,32,6,8,0.0204
3113,8,4,2,1,0.0204
6825,22,19,1,1,0.0204
4913,14,14,6,8,0.0204
9055,32,34,6,8,0.0204
9211,34,5,3,1,0.0204
5708,18,1,3,1,0.02034
5712,18,1,4,4,0.02034
2400,6,2,1,2,0.02034
620,2,6,1,2,0.02034
1909,5,2,1,2,0.02034
6646,22,4,1,3,0.02032
3378,8,22,12,12,0.02032
9264,34,10,2,2,0.02032
5395,16,15,1,3,0.02032
5847,18,14,1,1,0.02032
8361,28,19,4,4,0.02031
3985,10,10,5,1,0.02031
8958,32,19,4,4,0.02031
3633,9,9,5,1,0.02031
6240,19,18,10,13,0.02031
301,1,18,3,1,0.02026
6733,22,9,3,1,0.02025
3470,8,32,3,1,0.02025
6475,21,13,1,1,0.02025
5550,16,38,1,1,0.0202
4430,12,22,6,8,0.0202
7078,23,6,4,4,0.0202
4515,13,5,1,1,0.0202
7760,25,38,1,1,0.0202
4689,13,24,1,1,0.0202
9107,33,13,6,8,0.0202
7957,27,1,4,4,0.02017
418,1,27,4,4,0.02017
1745,4,22,1,3,0.02016
2418,6,3,1,2,0.02014
9668,37,1,1,1,0.02007
576,2,4,1,2,0.02007
494,1,37,1,1,0.02007
7475,24,19,8,9,0.02
5972,18,28,4,4,0.02
7840,26,12,6,8,0.02
1874,4,37,1,2,0.02
3360,8,21,12,12,0.02
5979,18,29,12,12,0.02
4335,11,26,6,8,0.02
966,3,1,1,2,0.02
6985,22,38,1,3,0.02
359,1,23,1,1,0.01994
4566,13,9,1,1,0.01993
2452,6,5,1,2,0.01993
7859,26,15,1,1,0.01993
1762,4,23,1,1,0.01993
4935,14,16,2,2,0.01991
7651,25,13,8,9,0.01991
3354,8,21,4,4,0.01991
9700,37,4,1,2,0.01991
4945,14,18,1,1,0.01991
7505,24,24,1,6,0.0199
9405,34,33,6,8,0.01987
4507,13,4,1,1,0.01987
9147,33,34,6,8,0.01987
5124,15,7,1,3,0.01984
412,1,27,2,2,0.01984
7951,27,1,2,2,0.01984
2768,6,38,1,1,0.0198
7384,24,7,1,1,0.0198
1090,3,6,1,2,0.0198
2191,5,19,1,1,0.0198
1480,4,2,1,2,0.0198
6303,19,24,8,9,0.01976
9689,37,3,1,2,0.01976
8873,32,9,3,1,0.01976
5296,16,3,2,2,0.01973
6022,19,1,1,1,0.01973
7880,26,21,1,1,0.01968
4085,10,19,8,9,0.01968
6729,22,8,12,12,0.01968
5416,16,18,1,1,0.01968
632,2,6,4,4,0.0196
6761,22,12,6,8,0.0196
9678,37,2,1,2,0.0196
2369,5,37,1,2,0.0196
5819,18,8,12,12,0.0196
6004,18,34,3,1,0.0196
5015,14,27,2,2,0.0196
7393,24,8,2,2,0.01955
1656,4,13,1,1,0.01955
6597,22,1,4,4,0.01955
8099,27,14,2,2,0.01953
6786,22,15,1,3,0.01953
7224,23,23,2,1,0.01952
4445,12,27,9,10,0.01952
7566,24,37,2,2,0.01952
6843,22,21,4,4,0.01952
7684,25,18,10,13,0.01952
6599,22,1,5,7,0.01949
9709,37,5,1,2,0.01945
7437,24,14,2,2,0.01945
1272,3,18,12,12,0.01945
9248,34,8,2,2,0.01945
8553,29,18,12,12,0.01942
4645,13,17,6,8,0.01942
2112,5,13,1,1,0.01942
4632,13,15,8,9,0.01938
9492,35,6,1,1,0.01938
3489,8,34,3,1,0.01938
2637,6,22,1,3,0.01938
7417,24,10,8,9,0.01938
9866,38,22,1,3,0.01935
1239,3,16,2,2,0.01935
51,1,3,1,2,0.01935
5914,18,22,1,1,0.01932
4416,12,15,6,8,0.01932
4091,10,21,4,4,0.0193
2722,6,32,1,1,0.0193
5201,15,22,1,3,0.0193
6557,21,26,1,1,0.0193
350,1,22,4,4,0.01929
506,2,1,1,2,0.01929
1145,3,8,12,12,0.01923
4638,13,16,8,9,0.01923
352,1,22,5,7,0.01923
3746,9,24,12,12,0.01923
1885,5,1,1,2,0.01917
5474,16,24,8,9,0.01915
3268,8,14,1,6,0.01915
2582,6,16,1,3,0.01915
9543,35,16,1,1,0.01915
5997,18,34,1,1,0.01913
8742,31,34,1,1,0.01913
8207,27,27,2,1,0.01913
6810,22,18,1,1,0.01913
4912,14,14,4,4,0.0191
5322,16,5,2,2,0.0191
